000000004,01-Apr-2016 09:19:13,0000000TD,0
000000004,01-Apr-2016 10:21:17,0000000TD,1
000000004,01-Apr-2016 10:58:27,0000000TD,0
000000004,01-Apr-2016 11:56:45,0000000TD,1
000000004,01-Apr-2016 12:50:03,0000000TD,0
000000004,01-Apr-2016 13:07:53,0000000TD,1
000000004,01-Apr-2016 14:27:15,0000000TD,0
000000002,01-Apr-2016 15:18:20,0000000TD,0
000000004,01-Apr-2016 16:39:13,0000000TD,1
000000002,01-Apr-2016 16:44:52,0000000TD,1
000000004,01-Apr-2016 17:01:26,0000000TD,0
000000002,01-Apr-2016 18:35:48,0000000TD,0
000000002,01-Apr-2016 18:35:49,0000000TD,1
000000004,01-Apr-2016 09:19:13,0000000TD,0
000000004,01-Apr-2016 10:21:17,0000000TD,1
000000004,01-Apr-2016 10:58:27,0000000TD,0
000000004,01-Apr-2016 11:56:45,0000000TD,1
000000004,01-Apr-2016 12:50:03,0000000TD,0
000000004,01-Apr-2016 13:07:53,0000000TD,1
000000004,01-Apr-2016 14:27:15,0000000TD,0
000000002,01-Apr-2016 15:18:20,0000000TD,0
000000004,01-Apr-2016 16:39:13,0000000TD,1
000000002,01-Apr-2016 16:44:52,0000000TD,1
000000004,01-Apr-2016 17:01:26,0000000TD,0
000000002,01-Apr-2016 18:35:48,0000000TD,0
000000002,01-Apr-2016 18:35:49,0000000TD,1
